Year,Month,Monthly Anom,Monthly Unc,Annual Anom,Annual Unc,5-year Anom,5-year Unc,10-year Anom,10-year Unc,20-year Anom,20-year Unc
1835,3,-0.984,1.266,-0.893,0.454,-1.003,0.302,-1.000,0.310,-0.816,0.293
1835,4,-0.683,1.088,-0.943,0.459,-1.019,0.307,-1.009,0.310,-0.821,0.291
1835,5,-1.179,0.799,-1.146,0.454,-1.019,0.307,-1.002,0.312,-0.824,0.290
1835,6,-1.563,0.589,-1.292,0.488,-0.998,0.308,-0.998,0.311,-0.828,0.290
1835,7,-1.733,0.997,-1.377,0.547,-1.042,0.325,-1.000,0.310,-0.825,0.292
1835,8,-1.854,0.609,-1.416,0.546,-1.062,0.330,-1.004,0.310,-0.824,0.293
1835,9,-2.246,0.613,-1.348,0.541,-1.072,0.353,-1.000,0.310,-0.823,0.295
1835,10,-1.355,0.792,-1.402,0.534,-1.081,0.364,-1.005,0.309,-0.825,0.295
1835,11,-1.906,1.524,-1.408,0.545,-1.093,0.363,-1.034,0.307,-0.830,0.297
1835,12,-2.121,1.572,-1.391,0.505,-1.100,0.370,-1.055,0.307,-0.836,0.296
1836,1,-0.599,1.662,-1.351,0.513,-1.091,0.360,-1.067,0.307,-0.831,0.298
1836,2,-0.756,1.476,-1.350,0.577,-1.087,0.371,-1.065,0.310,-0.823,0.296
1836,3,-0.164,1.082,-1.299,0.580,-1.091,0.376,-1.077,0.309,-0.818,0.295
1836,4,-1.326,1.398,-1.239,0.560,-1.082,0.368,-1.087,0.309,-0.822,0.294
1836,5,-1.259,1.064,-1.255,0.496,-1.109,0.366,-1.090,0.310,-0.827,0.294
1836,6,-1.354,0.770,-1.119,0.490,-1.118,0.368,-1.092,0.311,-0.827,0.294
1836,7,-1.250,0.884,-1.094,0.462,-1.085,0.389,-1.086,0.311,-0.827,0.294
1836,8,-1.852,1.416,-1.078,0.540,-1.071,0.394,-1.076,0.311,-0.824,0.294
1836,9,-1.630,0.759,-1.202,0.501,-1.123,0.394,-1.070,0.312,-0.822,0.293
1836,10,-0.633,1.120,-1.263,0.460,-1.128,0.397,-1.063,0.314,-0.824,0.295
1836,11,-2.097,1.009,-1.299,0.465,-1.144,0.395,-1.062,0.312,-0.832,0.295
1836,12,-0.486,1.318,-1.318,0.469,-1.145,0.399,-1.059,0.317,-0.838,0.291
1837,1,-0.302,1.644,-1.340,0.496,-1.137,0.396,-1.061,0.316,-0.843,0.286
1837,2,-0.562,1.844,-1.286,0.480,-1.124,0.403,-1.053,0.312,-0.844,0.284
1837,3,-1.659,1.425,-1.278,0.501,-1.133,0.408,-1.044,0.313,-0.853,0.282
1837,4,-2.048,0.840,-1.368,0.537,-1.140,0.415,-1.043,0.313,-0.860,0.279
1837,5,-1.699,1.530,-1.336,0.597,-1.184,0.410,-1.044,0.313,-0.866,0.278
1837,6,-1.576,0.599,-1.392,0.603,-1.216,0.413,-1.045,0.314,-0.870,0.278
1837,7,-1.513,0.784,-1.616,0.670,-1.220,0.405,-1.045,0.315,-0.872,0.279
1837,8,-1.211,1.067,-1.710,0.683,-1.234,0.403,-1.038,0.317,-0.874,0.279
1837,9,-1.530,0.587,-1.721,0.783,-1.242,0.405,-1.033,0.320,-0.873,0.280
1837,10,-1.716,1.051,-1.647,0.830,-1.241,0.399,-1.036,0.320,-0.874,0.280
1837,11,-1.713,1.225,-1.621,0.772,-1.226,0.399,-1.032,0.320,-0.877,0.278
1837,12,-1.158,1.450,-1.574,0.778,-1.207,0.400,-1.012,0.319,-0.883,0.277
1838,1,-2.988,1.916,-1.484,0.722,-1.179,0.402,-1.004,0.322,-0.884,0.277
1838,2,-1.683,1.462,-1.441,0.704,-1.166,0.403,-0.995,0.324,-0.877,0.276
1838,3,-1.800,1.869,-1.415,0.733,-1.149,0.410,-0.990,0.327,-0.881,0.275
1838,4,-1.160,1.456,-1.336,0.662,-1.158,0.405,-0.990,0.326,-0.885,0.275
1838,5,-1.385,0.803,-1.269,0.610,-1.159,0.399,-0.997,0.326,-0.889,0.274
1838,6,-1.015,0.591,-1.246,0.559,-1.151,0.395,-1.002,0.328,-0.892,0.275
1838,7,-0.429,0.722,-1.018,0.563,-1.170,0.387,-1.001,0.327,-0.893,0.273
1838,8,-0.698,0.931,-0.856,0.584,-1.169,0.390,-1.000,0.330,-0.895,0.273
1838,9,-1.213,1.127,-0.938,0.563,-1.204,0.385,-1.001,0.331,-0.892,0.272
1838,10,-0.776,1.051,-0.885,0.563,-1.212,0.379,-0.996,0.331,-0.892,0.271
1838,11,-0.901,1.249,-0.861,0.579,-1.204,0.379,-1.012,0.334,-0.895,0.271
1838,12,-0.890,1.201,-0.853,0.548,-1.195,0.383,-1.008,0.337,-0.898,0.269
1839,1,-0.249,1.859,-0.827,0.572,-1.178,0.382,-0.995,0.342,-0.899,0.267
1839,2,0.261,1.542,-0.770,0.568,-1.155,0.375,-0.999,0.343,-0.895,0.267
1839,3,-2.778,1.323,-0.780,0.554,-1.152,0.378,-1.009,0.336,-0.894,0.266
1839,4,-0.528,1.048,-0.813,0.611,-1.154,0.377,-1.016,0.336,-0.898,0.264
1839,5,-1.092,0.578,-0.914,0.610,-1.142,0.381,-1.026,0.337,-0.903,0.265
1839,6,-0.927,0.542,-1.031,0.655,-1.152,0.376,-1.028,0.337,-0.903,0.265
1839,7,-0.109,0.802,-0.997,0.569,-1.161,0.376,-1.030,0.334,-0.903,0.267
1839,8,-0.022,0.892,-1.110,0.595,-1.158,0.372,-1.032,0.332,-0.902,0.267
1839,9,-1.336,1.004,-1.000,0.586,-1.126,0.380,-1.037,0.331,-0.901,0.266
1839,10,-1.161,1.340,-1.007,0.591,-1.097,0.381,-1.036,0.331,-0.900,0.266
1839,11,-2.122,0.960,-0.940,0.622,-1.085,0.384,-1.055,0.329,-0.898,0.268
1839,12,-2.295,1.242,-0.897,0.629,-1.078,0.388,-1.067,0.329,-0.902,0.265
1840,1,0.165,1.405,-0.892,0.589,-1.072,0.386,-1.070,0.325,-0.912,0.263
1840,2,-1.095,1.392,-0.980,0.533,-1.067,0.389,-1.082,0.324,-0.917,0.263
1840,3,-1.454,1.555,-0.974,0.506,-1.064,0.390,-1.081,0.321,-0.917,0.263
1840,4,-0.622,0.919,-1.032,0.447,-1.053,0.388,-1.079,0.317,-0.924,0.262
1840,5,-0.282,0.828,-1.023,0.459,-1.046,0.389,-1.078,0.315,-0.926,0.262
1840,6,-0.411,0.677,-0.965,0.469,-1.025,0.383,-1.072,0.314,-0.925,0.263
1840,7,-0.055,0.563,-1.127,0.480,-0.967,0.373,-1.061,0.318,-0.927,0.263
1840,8,-1.072,0.830,-1.092,0.449,-0.927,0.375,-1.051,0.320,-0.925,0.263
1840,9,-1.270,0.716,-1.157,0.417,-0.908,0.365,-1.041,0.324,-0.921,0.262
1840,10,-1.857,0.658,-1.256,0.424,-0.899,0.354,-1.043,0.319,-0.922,0.263
1840,11,-2.009,1.004,-1.301,0.414,-0.901,0.356,-1.036,0.318,-0.934,0.261
1840,12,-1.596,1.336,-1.334,0.410,-0.905,0.355,-1.034,0.314,-0.943,0.259
1841,1,-1.780,1.298,-1.345,0.404,-0.910,0.361,-1.023,0.316,-0.943,0.258
1841,2,-0.678,1.501,-1.300,0.426,-0.914,0.360,-1.015,0.312,-0.943,0.259
1841,3,-2.233,0.969,-1.315,0.426,-0.911,0.355,-1.007,0.310,-0.946,0.259
1841,4,-1.815,1.416,-1.218,0.438,-0.910,0.359,-1.005,0.310,-0.948,0.260
1841,5,-0.822,0.721,-1.166,0.442,-0.915,0.364,-1.000,0.310,-0.949,0.261
1841,6,-0.806,0.565,-1.126,0.440,-0.898,0.375,-0.991,0.312,-0.949,0.263
1841,7,-0.184,0.464,-1.046,0.415,-0.904,0.367,-0.979,0.311,-0.945,0.263
1841,8,-0.526,0.642,-1.024,0.410,-0.927,0.368,-0.965,0.307,-0.940,0.262
1841,9,-1.451,0.593,-0.815,0.427,-0.894,0.356,-0.955,0.307,-0.934,0.262
1841,10,-0.701,0.759,-0.687,0.411,-0.904,0.356,-0.960,0.311,-0.929,0.263
1841,11,-1.382,0.802,-0.700,0.419,-0.909,0.358,-0.952,0.313,-0.928,0.264
1841,12,-1.114,1.316,-0.732,0.423,-0.910,0.356,-0.948,0.304,-0.925,0.265
1842,1,-0.820,1.680,-0.810,0.435,-0.922,0.350,-0.944,0.301,-0.924,0.265
1842,2,-0.413,1.387,-0.843,0.444,-0.940,0.343,-0.937,0.299,-0.922,0.264
1842,3,0.274,1.113,-0.834,0.447,-0.940,0.335,-0.936,0.299,-0.926,0.265
1842,4,-0.273,0.773,-0.864,0.457,-0.933,0.325,-0.924,0.297,-0.929,0.264
1842,5,-0.988,0.827,-0.856,0.465,-0.927,0.326,-0.917,0.298,-0.928,0.265
1842,6,-1.180,0.587,-0.757,0.446,-0.918,0.319,-0.912,0.301,-0.926,0.265
1842,7,-1.127,0.606,-0.647,0.454,-0.920,0.314,-0.904,0.301,-0.923,0.265
1842,8,-0.916,0.822,-0.553,0.494,-0.930,0.308,-0.900,0.302,-0.920,0.265
1842,9,-1.351,0.722,-0.632,0.475,-0.921,0.300,-0.893,0.302,-0.916,0.265
1842,10,-1.056,0.941,-0.662,0.471,-0.917,0.294,-0.886,0.301,-0.915,0.265
1842,11,-1.292,0.935,-0.702,0.449,-0.930,0.290,-0.877,0.299,-0.914,0.266
1842,12,0.085,0.962,-0.707,0.442,-0.938,0.287,-0.883,0.297,-0.904,0.266
1843,1,0.496,1.200,-0.678,0.436,-0.944,0.292,-0.876,0.295,-0.907,0.269
1843,2,0.712,1.126,-0.675,0.425,-0.936,0.298,-0.859,0.296,-0.910,0.268
1843,3,-0.673,0.934,-0.649,0.422,-0.933,0.299,-0.850,0.292,-0.911,0.269
1843,4,-0.633,0.749,-0.621,0.410,-0.929,0.293,-0.843,0.287,-0.913,0.269
1843,5,-1.463,0.584,-0.616,0.408,-0.912,0.296,-0.840,0.288,-0.912,0.270
1843,6,-1.250,0.526,-0.611,0.434,-0.918,0.287,-0.837,0.288,-0.912,0.271
1843,7,-0.778,0.553,-0.705,0.445,-0.876,0.301,-0.835,0.290,-0.908,0.271
1843,8,-0.881,0.663,-0.858,0.436,-0.861,0.291,-0.837,0.287,-0.905,0.271
1843,9,-1.031,0.668,-0.868,0.412,-0.811,0.295,-0.838,0.283,-0.904,0.271
1843,10,-0.720,0.688,-0.910,0.415,-0.798,0.297,-0.837,0.284,-0.902,0.272
1843,11,-1.243,0.937,-0.902,0.414,-0.795,0.295,-0.838,0.284,-0.911,0.271
1843,12,0.155,1.055,-0.879,0.410,-0.786,0.296,-0.844,0.284,-0.913,0.270
1844,1,-0.634,1.242,-0.885,0.403,-0.781,0.296,-0.848,0.276,-0.910,0.268
1844,2,-1.126,1.142,-0.901,0.395,-0.774,0.293,-0.856,0.276,-0.913,0.267
1844,3,-0.797,1.066,-0.930,0.399,-0.758,0.290,-0.835,0.273,-0.918,0.266
1844,4,-1.130,0.747,-0.930,0.413,-0.767,0.295,-0.844,0.270,-0.920,0.266
1844,5,-1.371,0.668,-0.972,0.395,-0.762,0.294,-0.847,0.271,-0.922,0.265
1844,6,-0.969,0.466,-1.134,0.381,-0.743,0.281,-0.846,0.273,-0.923,0.266
1844,7,-0.850,0.427,-1.077,0.362,-0.727,0.280,-0.847,0.272,-0.921,0.265
1844,8,-1.082,0.698,-1.122,0.353,-0.716,0.285,-0.852,0.270,-0.919,0.263
1844,9,-1.376,0.629,-1.133,0.359,-0.746,0.276,-0.851,0.266,-0.918,0.262
1844,10,-0.715,0.717,-1.071,0.356,-0.751,0.272,-0.846,0.260,-0.913,0.262
1844,11,-1.753,0.755,-1.046,0.361,-0.750,0.268,-0.832,0.265,-0.918,0.263
1844,12,-1.789,0.991,-1.040,0.357,-0.746,0.271,-0.829,0.258,-0.917,0.261
1845,1,0.053,1.557,-1.002,0.361,-0.736,0.274,-0.846,0.260,-0.918,0.263
1845,2,-1.666,1.185,-0.962,0.373,-0.733,0.271,-0.840,0.259,-0.918,0.260
1845,3,-0.933,0.874,-0.939,0.370,-0.723,0.274,-0.833,0.261,-0.917,0.259
1845,4,-0.375,0.718,-1.011,0.352,-0.718,0.272,-0.839,0.259,-0.914,0.257
1845,5,-1.078,0.602,-0.949,0.354,-0.708,0.265,-0.850,0.256,-0.910,0.258
1845,6,-0.892,0.511,-0.960,0.358,-0.742,0.267,-0.852,0.255,-0.907,0.257
1845,7,-0.398,0.653,-0.908,0.459,-0.786,0.275,-0.853,0.254,-0.903,0.256
1845,8,-0.606,0.693,-0.750,0.415,-0.790,0.275,-0.846,0.257,-0.897,0.255
1845,9,-1.099,0.854,-0.605,0.429,-0.791,0.277,-0.843,0.254,-0.893,0.255
1845,10,-1.577,0.902,-0.663,0.480,-0.787,0.278,-0.839,0.255,-0.891,0.254
1845,11,-1.004,0.983,-0.626,0.476,-0.780,0.280,-0.835,0.254,-0.887,0.253
1845,12,-1.928,0.935,-0.573,0.505,-0.769,0.278,-0.832,0.247,-0.885,0.249
1846,1,0.684,1.893,-0.529,0.514,-0.760,0.279,-0.819,0.246,-0.883,0.247
1846,2,0.220,1.386,-0.488,0.519,-0.760,0.273,-0.821,0.251,-0.884,0.250
1846,3,0.806,1.071,-0.440,0.474,-0.765,0.275,-0.814,0.252,-0.888,0.248
1846,4,-1.063,1.375,-0.407,0.541,-0.765,0.278,-0.810,0.250,-0.885,0.248
1846,5,-0.637,0.620,-0.414,0.511,-0.761,0.272,-0.807,0.252,-0.883,0.249
1846,6,-0.256,1.003,-0.252,0.492,-0.791,0.264,-0.805,0.254,-0.878,0.250
1846,7,0.127,0.880,-0.301,0.511,-0.792,0.261,-0.805,0.254,-0.875,0.248
1846,8,-0.111,0.607,-0.295,0.548,-0.785,0.264,-0.804,0.253,-0.872,0.248
1846,9,-0.523,0.606,-0.490,0.519,-0.776,0.270,-0.797,0.252,-0.870,0.248
1846,10,-1.184,1.185,-0.448,0.451,-0.784,0.263,-0.794,0.252,-0.873,0.246
1846,11,-1.083,0.845,-0.475,0.450,-0.785,0.262,-0.794,0.254,-0.868,0.245
1846,12,0.007,1.100,-0.534,0.418,-0.782,0.264,-0.791,0.253,-0.868,0.241
1847,1,0.108,1.814,-0.585,0.410,-0.773,0.267,-0.787,0.261,-0.870,0.243
1847,2,0.286,1.343,-0.640,0.406,-0.764,0.266,-0.791,0.268,-0.872,0.244
1847,3,-1.537,1.116,-0.658,0.429,-0.762,0.264,-0.809,0.270,-0.870,0.245
1847,4,-0.552,0.853,-0.624,0.391,-0.759,0.263,-0.816,0.272,-0.868,0.245
1847,5,-0.962,0.684,-0.587,0.408,-0.738,0.271,-0.811,0.272,-0.868,0.246
1847,6,-0.963,0.709,-0.751,0.401,-0.739,0.273,-0.808,0.273,-0.865,0.246
1847,7,-0.488,0.865,-0.939,0.384,-0.773,0.293,-0.801,0.274,-0.861,0.244
1847,8,-0.770,0.631,-0.926,0.405,-0.750,0.300,-0.802,0.270,-0.860,0.244
1847,9,-0.735,0.625,-0.857,0.432,-0.745,0.308,-0.798,0.271,-0.857,0.242
1847,10,-0.774,0.599,-0.847,0.460,-0.762,0.309,-0.793,0.271,-0.855,0.241
1847,11,-0.643,0.891,-0.849,0.473,-0.769,0.306,-0.797,0.270,-0.852,0.242
1847,12,-1.969,0.868,-0.817,0.444,-0.766,0.306,-0.797,0.268,-0.848,0.239
1848,1,-2.145,1.329,-0.800,0.409,-0.763,0.301,-0.809,0.274,-0.836,0.237
1848,2,0.448,1.348,-0.808,0.389,-0.756,0.297,-0.825,0.270,-0.833,0.237
1848,3,-0.714,0.954,-0.856,0.381,-0.752,0.290,-0.832,0.270,-0.829,0.236
1848,4,-0.425,0.811,-0.853,0.387,-0.748,0.293,-0.835,0.272,-0.825,0.234
1848,5,-0.987,0.789,-0.883,0.393,-0.758,0.281,-0.828,0.274,-0.821,0.234
1848,6,-0.588,0.913,-0.857,0.383,-0.747,0.279,-0.821,0.274,-0.819,0.232
1848,7,-0.278,0.489,-0.735,0.348,-0.762,0.263,-0.815,0.273,-0.820,0.232
1848,8,-0.867,0.629,-0.834,0.351,-0.780,0.279,-0.810,0.270,-0.820,0.230
1848,9,-1.310,0.565,-0.794,0.350,-0.817,0.271,-0.807,0.271,-0.819,0.227
1848,10,-0.742,0.555,-0.891,0.357,-0.821,0.267,-0.808,0.274,-0.818,0.226
1848,11,-1.000,0.819,-0.927,0.349,-0.820,0.273,-0.810,0.268,-0.816,0.224
1848,12,-1.655,0.821,-0.947,0.342,-0.824,0.266,-0.818,0.264,-0.817,0.224
1849,1,-0.683,1.172,-0.947,0.352,-0.829,0.261,-0.825,0.261,-0.819,0.220
1849,2,-0.734,1.080,-0.923,0.366,-0.834,0.261,-0.827,0.263,-0.823,0.221
1849,3,-0.244,0.942,-0.919,0.366,-0.836,0.264,-0.827,0.265,-0.813,0.220
1849,4,-1.584,1.070,-0.902,0.366,-0.822,0.260,-0.824,0.265,-0.811,0.218
1849,5,-1.421,0.639,-0.858,0.388,-0.827,0.268,-0.818,0.265,-0.806,0.216
1849,6,-0.830,0.727,-0.872,0.366,-0.838,0.284,-0.818,0.265,-0.803,0.216
1849,7,-0.279,0.723,-0.980,0.393,-0.847,0.290,-0.812,0.268,-0.805,0.213
1849,8,-0.578,0.634,-0.944,0.392,-0.867,0.296,-0.805,0.267,-0.808,0.210
1849,9,-1.255,0.685,-0.975,0.412,-0.872,0.309,-0.800,0.266,-0.807,0.208
1849,10,-0.544,0.649,-0.960,0.442,-0.881,0.320,-0.790,0.264,-0.804,0.204
1849,11,-0.468,1.169,-0.969,0.427,-0.872,0.327,-0.780,0.266,-0.796,0.204
1849,12,-1.828,0.919,-0.957,0.424,-0.869,0.324,-0.767,0.264,-0.789,0.202
1850,1,-1.978,1.164,-0.952,0.400,-0.866,0.318,-0.766,0.273,-0.793,0.204
1850,2,-0.302,1.224,-0.919,0.383,-0.870,0.315,-0.754,0.267,-0.792,0.203
1850,3,-0.619,1.199,-0.887,0.393,-0.872,0.313,-0.753,0.267,-0.795,0.204
1850,4,-1.401,0.560,-0.956,0.379,-0.868,0.315,-0.749,0.265,-0.795,0.203
1850,5,-1.533,0.636,-1.049,0.345,-0.886,0.321,-0.742,0.267,-0.795,0.202
1850,6,-0.679,0.636,-1.002,0.351,-0.853,0.319,-0.741,0.265,-0.795,0.200
1850,7,-0.225,0.459,-0.857,0.335,-0.832,0.324,-0.744,0.263,-0.796,0.200
1850,8,-0.176,0.589,-0.902,0.323,-0.860,0.316,-0.744,0.262,-0.792,0.201
1850,9,-0.869,0.480,-0.969,0.320,-0.872,0.317,-0.744,0.257,-0.788,0.200
1850,10,-1.377,0.656,-0.960,0.342,-0.882,0.319,-0.738,0.260,-0.782,0.201
1850,11,-1.580,1.040,-0.878,0.352,-0.876,0.319,-0.738,0.257,-0.780,0.202
1850,12,-1.267,0.854,-0.863,0.352,-0.874,0.320,-0.736,0.254,-0.782,0.200
1851,1,-0.242,0.947,-0.858,0.350,-0.870,0.316,-0.742,0.246,-0.784,0.202
1851,2,-0.837,1.055,-0.881,0.353,-0.859,0.319,-0.753,0.255,-0.786,0.206
1851,3,-1.422,0.821,-0.860,0.357,-0.849,0.318,-0.769,0.250,-0.781,0.207
1851,4,-1.295,0.860,-0.776,0.377,-0.851,0.319,-0.765,0.245,-0.777,0.206
1851,5,-0.551,0.815,-0.761,0.433,-0.860,0.316,-0.767,0.246,-0.778,0.206
1851,6,-0.499,0.634,-0.709,0.482,-0.845,0.317,-0.766,0.242,-0.777,0.205
1851,7,-0.166,0.499,-0.724,0.544,-0.858,0.313,-0.771,0.236,-0.778,0.204
1851,8,-0.451,0.597,-0.728,0.523,-0.869,0.313,-0.779,0.236,-0.776,0.203
1851,9,-0.620,0.559,-0.763,0.588,-0.877,0.310,-0.786,0.238,-0.774,0.202
1851,10,-0.358,0.895,-0.747,0.588,-0.865,0.320,-0.787,0.232,-0.775,0.200
1851,11,-1.402,0.921,-0.739,0.603,-0.851,0.321,-0.785,0.230,-0.771,0.198
1851,12,-0.651,1.357,-0.761,0.615,-0.854,0.319,-0.788,0.231,-0.770,0.195
1852,1,-0.413,1.456,-0.773,0.616,-0.850,0.318,-0.796,0.232,-0.776,0.198
1852,2,-0.894,1.090,-0.820,0.601,-0.846,0.316,-0.807,0.234,-0.781,0.199
1852,3,-1.832,1.142,-0.839,0.605,-0.837,0.316,-0.803,0.235,-0.787,0.198
1852,4,-1.113,0.919,-0.855,0.567,-0.821,0.312,-0.813,0.237,-0.791,0.199
1852,5,-0.444,0.811,-0.879,0.559,-0.822,0.305,-0.818,0.236,-0.790,0.197
1852,6,-0.768,0.599,-0.824,0.490,-0.794,0.302,-0.818,0.231,-0.788,0.196
1852,7,-0.314,0.481,-0.862,0.497,-0.760,0.304,-0.819,0.226,-0.785,0.195
1852,8,-1.007,0.516,-0.891,0.450,-0.759,0.283,-0.819,0.223,-0.785,0.192
1852,9,-0.854,0.476,-0.861,0.423,-0.762,0.278,-0.821,0.219,-0.784,0.192
1852,10,-0.544,0.600,-0.851,0.401,-0.737,0.274,-0.825,0.219,-0.784,0.192
1852,11,-1.689,0.820,-0.866,0.384,-0.715,0.280,-0.828,0.219,-0.785,0.190
1852,12,0.008,0.855,-0.843,0.386,-0.716,0.275,-0.813,0.217,-0.794,0.190
1853,1,-0.870,1.385,-0.820,0.379,-0.725,0.274,-0.796,0.214,-0.795,0.190
1853,2,-1.241,1.245,-0.752,0.382,-0.732,0.272,-0.808,0.212,-0.798,0.186
1853,3,-1.476,0.860,-0.739,0.380,-0.736,0.271,-0.808,0.211,-0.798,0.186
1853,4,-0.987,0.737,-0.764,0.393,-0.727,0.272,-0.806,0.213,-0.796,0.186
1853,5,-0.633,0.586,-0.752,0.360,-0.718,0.276,-0.803,0.210,-0.791,0.185
1853,6,-0.489,0.527,-0.819,0.354,-0.725,0.271,-0.801,0.206,-0.788,0.184
1853,7,-0.042,0.508,-0.866,0.295,-0.721,0.274,-0.804,0.204,-0.787,0.184
1853,8,-0.192,0.490,-0.879,0.296,-0.725,0.276,-0.803,0.203,-0.787,0.182
1853,9,-0.695,0.446,-0.819,0.290,-0.720,0.274,-0.801,0.200,-0.787,0.181
1853,10,-0.843,0.614,-0.808,0.299,-0.709,0.266,-0.799,0.199,-0.789,0.181
1853,11,-1.548,0.683,-0.801,0.295,-0.714,0.262,-0.793,0.197,-0.787,0.178
1853,12,-0.793,0.690,-0.845,0.294,-0.708,0.262,-0.790,0.198,-0.793,0.177
1854,1,-1.435,1.136,-0.848,0.323,-0.713,0.253,-0.790,0.200,-0.795,0.176
1854,2,-1.397,1.067,-0.859,0.338,-0.723,0.253,-0.789,0.200,-0.794,0.177
1854,3,-0.756,0.755,-0.861,0.330,-0.735,0.254,-0.791,0.200,-0.794,0.176
1854,4,-0.850,0.721,-0.754,0.320,-0.751,0.243,-0.777,0.201,-0.793,0.175
1854,5,-0.549,0.580,-0.670,0.326,-0.743,0.232,-0.765,0.198,-0.789,0.174
1854,6,-1.016,0.511,-0.618,0.296,-0.738,0.216,-0.760,0.195,-0.786,0.173
1854,7,-0.083,0.653,-0.492,0.340,-0.746,0.212,-0.762,0.190,-0.783,0.172
1854,8,-0.320,0.547,-0.395,0.345,-0.748,0.210,-0.763,0.188,-0.781,0.170
1854,9,-0.718,0.506,-0.399,0.351,-0.735,0.199,-0.762,0.187,-0.778,0.168
1854,10,0.433,0.591,-0.317,0.336,-0.745,0.193,-0.761,0.184,-0.778,0.167
1854,11,-0.541,0.829,-0.293,0.333,-0.764,0.187,-0.760,0.178,-0.775,0.166
1854,12,-0.170,1.222,-0.266,0.312,-0.768,0.179,-0.750,0.182,-0.774,0.167
1855,1,0.081,1.481,-0.327,0.312,-0.772,0.174,-0.740,0.183,-0.774,0.171
1855,2,-0.239,1.445,-0.350,0.308,-0.768,0.170,-0.744,0.180,-0.772,0.171
1855,3,-0.794,0.875,-0.379,0.295,-0.771,0.163,-0.756,0.178,-0.774,0.171
1855,4,0.130,0.908,-0.487,0.303,-0.781,0.162,-0.750,0.177,-0.777,0.171
1855,5,-0.260,0.937,-0.528,0.291,-0.770,0.160,-0.741,0.177,-0.774,0.169
1855,6,-0.694,0.544,-0.657,0.277,-0.773,0.159,-0.738,0.176,-0.773,0.169
1855,7,-0.811,0.459,-0.661,0.284,-0.760,0.150,-0.738,0.174,-0.772,0.167
1855,8,-0.602,0.500,-0.733,0.338,-0.757,0.153,-0.737,0.174,-0.771,0.165
1855,9,-1.061,0.428,-0.758,0.313,-0.743,0.151,-0.733,0.174,-0.768,0.163
1855,10,-0.869,0.567,-0.824,0.294,-0.730,0.154,-0.726,0.178,-0.762,0.164
1855,11,-1.030,0.620,-0.873,0.280,-0.729,0.153,-0.724,0.182,-0.758,0.163
1855,12,-1.714,0.964,-0.827,0.279,-0.727,0.150,-0.732,0.183,-0.754,0.164
1856,1,0.032,1.015,-0.798,0.261,-0.738,0.152,-0.749,0.188,-0.756,0.161
1856,2,-1.104,1.012,-0.834,0.257,-0.747,0.148,-0.751,0.189,-0.762,0.164
1856,3,-1.097,0.948,-0.858,0.259,-0.752,0.146,-0.748,0.193,-0.769,0.164
1856,4,-0.657,0.516,-0.895,0.264,-0.748,0.145,-0.745,0.192,-0.768,0.162
1856,5,-0.850,0.660,-0.887,0.266,-0.727,0.146,-0.748,0.190,-0.768,0.162
1856,6,-0.145,0.700,-0.773,0.269,-0.735,0.147,-0.749,0.189,-0.770,0.160
1856,7,-0.457,0.782,-0.848,0.262,-0.721,0.155,-0.751,0.187,-0.770,0.156
1856,8,-1.037,0.556,-0.841,0.249,-0.709,0.153,-0.749,0.185,-0.771,0.155
1856,9,-1.348,0.580,-0.839,0.252,-0.704,0.155,-0.750,0.185,-0.772,0.155
1856,10,-1.312,0.456,-0.925,0.254,-0.689,0.149,-0.756,0.181,-0.770,0.153
1856,11,-0.938,0.631,-0.986,0.250,-0.679,0.146,-0.748,0.175,-0.767,0.152
1856,12,-0.341,0.874,-1.057,0.242,-0.667,0.148,-0.750,0.169,-0.765,0.153
1857,1,-0.865,0.997,-1.067,0.239,-0.674,0.146,-0.764,0.166,-0.767,0.153
1857,2,-1.021,0.889,-1.047,0.235,-0.681,0.145,-0.771,0.162,-0.771,0.155
1857,3,-1.076,0.704,-1.017,0.236,-0.687,0.143,-0.765,0.159,-0.769,0.158
1857,4,-1.689,0.527,-1.004,0.234,-0.701,0.141,-0.767,0.159,-0.768,0.158
1857,5,-1.579,0.484,-1.010,0.234,-0.698,0.143,-0.768,0.154,-0.768,0.158
1857,6,-0.998,0.408,-0.998,0.242,-0.705,0.153,-0.768,0.152,-0.765,0.156
1857,7,-0.576,0.384,-0.932,0.253,-0.720,0.157,-0.769,0.150,-0.764,0.153
1857,8,-0.799,0.513,-0.936,0.261,-0.729,0.163,-0.768,0.148,-0.762,0.151
1857,9,-0.986,0.628,-0.898,0.260,-0.751,0.164,-0.770,0.146,-0.761,0.151
1857,10,-1.162,0.550,-0.774,0.274,-0.764,0.156,-0.775,0.146,-0.758,0.151
1857,11,-1.011,0.647,-0.695,0.275,-0.767,0.147,-0.773,0.143,-0.753,0.149
1857,12,-0.198,0.751,-0.642,0.283,-0.760,0.143,-0.791,0.145,-0.745,0.146
1858,1,-0.076,0.960,-0.649,0.295,-0.750,0.139,-0.781,0.140,-0.740,0.143
1858,2,-1.068,0.736,-0.643,0.288,-0.742,0.138,-0.770,0.140,-0.748,0.142
1858,3,-0.617,0.647,-0.648,0.279,-0.730,0.138,-0.763,0.140,-0.749,0.142
1858,4,-0.205,0.729,-0.598,0.285,-0.725,0.138,-0.758,0.140,-0.748,0.141
