Year,Month,Monthly Anom,Monthly Unc,Annual Anom,Annual Unc,5-year Anom,5-year Unc,10-year Anom,10-year Unc,20-year Anom,20-year Unc
1875,3,-1.127,0.467,-0.673,0.196,-0.522,0.131,-0.483,0.105,-0.520,0.086
1875,4,-0.869,0.364,-0.712,0.196,-0.519,0.133,-0.486,0.106,-0.519,0.085
1875,5,-0.661,0.374,-0.797,0.183,-0.501,0.133,-0.486,0.107,-0.520,0.086
1875,6,-0.391,0.316,-0.846,0.186,-0.494,0.137,-0.490,0.107,-0.522,0.087
1875,7,-0.289,0.343,-0.810,0.179,-0.492,0.138,-0.493,0.109,-0.523,0.088
1875,8,-0.584,0.493,-0.786,0.175,-0.481,0.139,-0.490,0.110,-0.524,0.089
1875,9,-0.853,0.478,-0.741,0.160,-0.448,0.144,-0.494,0.110,-0.525,0.089
1875,10,-0.693,0.394,-0.689,0.167,-0.422,0.144,-0.495,0.112,-0.526,0.089
1875,11,-1.589,0.471,-0.693,0.172,-0.419,0.145,-0.493,0.113,-0.529,0.088
1875,12,-1.001,0.525,-0.695,0.174,-0.411,0.143,-0.485,0.113,-0.525,0.086
1876,1,-0.737,0.459,-0.682,0.178,-0.399,0.148,-0.475,0.115,-0.531,0.085
1876,2,-0.618,0.511,-0.674,0.175,-0.391,0.148,-0.467,0.116,-0.533,0.085
1876,3,-0.592,0.486,-0.640,0.159,-0.379,0.146,-0.464,0.116,-0.533,0.084
1876,4,-0.248,0.432,-0.615,0.164,-0.377,0.147,-0.463,0.116,-0.532,0.084
1876,5,-0.705,0.412,-0.573,0.180,-0.366,0.146,-0.459,0.117,-0.533,0.084
1876,6,-0.407,0.297,-0.621,0.192,-0.371,0.143,-0.462,0.118,-0.532,0.085
1876,7,-0.134,0.331,-0.598,0.240,-0.376,0.138,-0.463,0.118,-0.534,0.087
1876,8,-0.487,0.388,-0.580,0.251,-0.383,0.136,-0.464,0.118,-0.534,0.088
1876,9,-0.451,0.484,-0.537,0.243,-0.368,0.138,-0.463,0.118,-0.534,0.088
1876,10,-0.391,0.316,-0.552,0.237,-0.374,0.140,-0.464,0.118,-0.534,0.088
1876,11,-1.083,0.577,-0.516,0.233,-0.381,0.142,-0.461,0.116,-0.537,0.088
1876,12,-1.577,0.583,-0.495,0.235,-0.380,0.146,-0.457,0.116,-0.539,0.089
1877,1,-0.461,0.791,-0.466,0.241,-0.377,0.149,-0.445,0.114,-0.545,0.088
1877,2,-0.401,0.571,-0.407,0.253,-0.385,0.149,-0.437,0.113,-0.546,0.087
1877,3,-0.082,0.359,-0.371,0.281,-0.396,0.147,-0.435,0.116,-0.546,0.086
1877,4,-0.420,0.403,-0.343,0.286,-0.394,0.145,-0.435,0.115,-0.547,0.086
1877,5,-0.281,0.488,-0.248,0.266,-0.396,0.146,-0.436,0.116,-0.546,0.087
1877,6,-0.154,0.400,-0.190,0.260,-0.409,0.148,-0.438,0.116,-0.547,0.087
1877,7,0.219,0.446,-0.210,0.229,-0.405,0.146,-0.442,0.117,-0.548,0.088
1877,8,0.213,0.445,-0.139,0.225,-0.411,0.148,-0.443,0.119,-0.550,0.088
1877,9,-0.016,0.412,-0.029,0.236,-0.407,0.152,-0.443,0.119,-0.550,0.088
1877,10,-0.050,0.353,0.044,0.237,-0.408,0.155,-0.448,0.120,-0.552,0.087
1877,11,0.050,0.395,0.040,0.233,-0.402,0.156,-0.449,0.119,-0.557,0.089
1877,12,-0.877,0.626,0.075,0.231,-0.401,0.157,-0.451,0.119,-0.561,0.091
1878,1,-0.701,0.532,0.096,0.234,-0.401,0.157,-0.453,0.118,-0.560,0.091
1878,2,0.455,0.579,0.099,0.232,-0.394,0.157,-0.463,0.117,-0.559,0.091
1878,3,1.237,0.439,0.102,0.225,-0.393,0.156,-0.460,0.120,-0.560,0.090
1878,4,0.457,0.406,0.101,0.225,-0.392,0.158,-0.456,0.119,-0.561,0.091
1878,5,-0.336,0.387,0.113,0.219,-0.372,0.160,-0.457,0.120,-0.563,0.091
1878,6,0.271,0.344,0.153,0.212,-0.366,0.161,-0.457,0.119,-0.564,0.091
1878,7,0.473,0.463,0.179,0.209,-0.357,0.168,-0.458,0.120,-0.565,0.092
1878,8,0.241,0.497,0.087,0.222,-0.358,0.167,-0.462,0.121,-0.566,0.093
1878,9,0.019,0.352,-0.052,0.221,-0.355,0.166,-0.463,0.120,-0.565,0.093
1878,10,-0.058,0.358,-0.147,0.221,-0.352,0.164,-0.464,0.120,-0.566,0.093
1878,11,0.188,0.375,-0.166,0.221,-0.344,0.162,-0.470,0.121,-0.563,0.092
1878,12,-0.395,0.427,-0.209,0.225,-0.351,0.162,-0.473,0.121,-0.563,0.092
1879,1,-0.387,0.525,-0.263,0.221,-0.354,0.163,-0.476,0.119,-0.564,0.091
1879,2,-0.652,0.554,-0.336,0.207,-0.350,0.165,-0.480,0.116,-0.564,0.090
1879,3,-0.429,0.445,-0.399,0.200,-0.350,0.167,-0.481,0.115,-0.559,0.091
1879,4,-0.681,0.379,-0.402,0.192,-0.351,0.167,-0.488,0.117,-0.556,0.091
1879,5,-0.557,0.418,-0.474,0.190,-0.348,0.163,-0.497,0.117,-0.556,0.091
1879,6,-0.248,0.478,-0.539,0.188,-0.329,0.160,-0.502,0.118,-0.556,0.092
1879,7,-0.172,0.387,-0.584,0.185,-0.316,0.153,-0.506,0.119,-0.557,0.092
1879,8,-0.644,0.386,-0.638,0.191,-0.310,0.150,-0.510,0.120,-0.558,0.093
1879,9,-0.737,0.344,-0.676,0.194,-0.315,0.153,-0.517,0.120,-0.561,0.094
1879,10,-0.096,0.330,-0.695,0.204,-0.320,0.152,-0.521,0.119,-0.562,0.094
1879,11,-0.666,0.373,-0.675,0.205,-0.324,0.152,-0.525,0.119,-0.565,0.094
1879,12,-1.184,0.400,-0.681,0.204,-0.334,0.151,-0.526,0.119,-0.563,0.094
1880,1,-0.919,0.567,-0.690,0.198,-0.350,0.148,-0.529,0.119,-0.563,0.094
1880,2,-1.307,0.469,-0.653,0.195,-0.358,0.145,-0.530,0.119,-0.561,0.094
1880,3,-0.887,0.438,-0.657,0.197,-0.364,0.145,-0.526,0.120,-0.562,0.094
1880,4,-0.900,0.481,-0.702,0.197,-0.377,0.145,-0.527,0.120,-0.562,0.095
1880,5,-0.320,0.398,-0.677,0.201,-0.397,0.142,-0.528,0.120,-0.565,0.095
1880,6,-0.321,0.354,-0.631,0.209,-0.408,0.138,-0.531,0.121,-0.568,0.096
1880,7,-0.286,0.334,-0.574,0.229,-0.415,0.138,-0.532,0.121,-0.570,0.097
1880,8,-0.195,0.388,-0.522,0.238,-0.445,0.140,-0.532,0.121,-0.571,0.098
1880,9,-0.786,0.434,-0.481,0.224,-0.472,0.140,-0.531,0.121,-0.572,0.098
1880,10,-0.635,0.316,-0.413,0.209,-0.491,0.142,-0.529,0.123,-0.571,0.099
1880,11,-0.367,0.390,-0.402,0.205,-0.495,0.143,-0.523,0.124,-0.573,0.100
1880,12,-0.636,0.453,-0.446,0.197,-0.503,0.142,-0.514,0.125,-0.569,0.100
1881,1,-0.227,0.561,-0.447,0.201,-0.518,0.140,-0.518,0.128,-0.567,0.100
1881,2,-0.687,0.510,-0.451,0.208,-0.533,0.140,-0.526,0.127,-0.566,0.101
1881,3,-0.398,0.362,-0.423,0.203,-0.547,0.141,-0.531,0.128,-0.565,0.100
1881,4,-0.077,0.370,-0.408,0.195,-0.551,0.141,-0.533,0.128,-0.568,0.101
1881,5,-0.186,0.363,-0.452,0.184,-0.574,0.142,-0.532,0.128,-0.568,0.101
1881,6,-0.859,0.312,-0.439,0.178,-0.575,0.143,-0.535,0.128,-0.568,0.102
1881,7,-0.297,0.405,-0.391,0.161,-0.576,0.142,-0.536,0.129,-0.570,0.102
1881,8,-0.233,0.483,-0.339,0.158,-0.577,0.139,-0.537,0.131,-0.571,0.102
1881,9,-0.454,0.359,-0.337,0.164,-0.594,0.139,-0.537,0.132,-0.570,0.103
1881,10,-0.455,0.278,-0.390,0.162,-0.603,0.140,-0.540,0.135,-0.572,0.102
1881,11,-0.893,0.436,-0.417,0.162,-0.613,0.141,-0.539,0.135,-0.571,0.102
1881,12,-0.486,0.621,-0.409,0.163,-0.625,0.141,-0.527,0.136,-0.567,0.102
1882,1,0.355,0.433,-0.444,0.159,-0.635,0.141,-0.538,0.134,-0.565,0.102
1882,2,-0.068,0.470,-0.448,0.155,-0.635,0.142,-0.545,0.134,-0.563,0.102
1882,3,-0.374,0.466,-0.442,0.158,-0.637,0.142,-0.551,0.135,-0.565,0.103
1882,4,-0.714,0.353,-0.473,0.152,-0.649,0.142,-0.552,0.136,-0.565,0.103
1882,5,-0.505,0.370,-0.493,0.141,-0.653,0.139,-0.554,0.137,-0.567,0.104
1882,6,-0.759,0.301,-0.584,0.142,-0.643,0.139,-0.559,0.135,-0.565,0.104
1882,7,-0.725,0.340,-0.705,0.146,-0.653,0.139,-0.564,0.134,-0.567,0.105
1882,8,-0.279,0.382,-0.810,0.154,-0.649,0.136,-0.573,0.133,-0.568,0.106
1882,9,-0.379,0.303,-0.812,0.150,-0.645,0.134,-0.576,0.134,-0.568,0.106
1882,10,-0.830,0.291,-0.809,0.154,-0.646,0.131,-0.581,0.134,-0.567,0.107
1882,11,-1.134,0.373,-0.815,0.149,-0.654,0.128,-0.586,0.134,-0.568,0.107
1882,12,-1.572,0.411,-0.769,0.151,-0.662,0.128,-0.586,0.133,-0.566,0.106
1883,1,-1.101,0.418,-0.745,0.153,-0.664,0.128,-0.587,0.133,-0.572,0.107
1883,2,-1.327,0.423,-0.779,0.164,-0.670,0.129,-0.601,0.135,-0.577,0.106
1883,3,-0.397,0.440,-0.814,0.171,-0.668,0.127,-0.621,0.135,-0.576,0.107
1883,4,-0.681,0.453,-0.771,0.180,-0.666,0.128,-0.629,0.136,-0.573,0.107
1883,5,-0.575,0.337,-0.776,0.194,-0.673,0.128,-0.633,0.137,-0.574,0.107
1883,6,-0.212,0.354,-0.680,0.199,-0.663,0.130,-0.640,0.137,-0.575,0.107
1883,7,-0.434,0.358,-0.627,0.197,-0.679,0.128,-0.646,0.136,-0.574,0.108
1883,8,-0.693,0.430,-0.575,0.184,-0.693,0.127,-0.651,0.137,-0.575,0.108
1883,9,-0.790,0.334,-0.664,0.180,-0.706,0.128,-0.656,0.137,-0.574,0.108
1883,10,-0.317,0.287,-0.706,0.177,-0.714,0.130,-0.656,0.136,-0.574,0.107
1883,11,-1.193,0.422,-0.756,0.185,-0.721,0.131,-0.661,0.135,-0.573,0.108
1883,12,-0.416,0.427,-0.818,0.182,-0.719,0.132,-0.662,0.135,-0.575,0.107
1884,1,-0.467,0.413,-0.848,0.191,-0.717,0.132,-0.665,0.134,-0.579,0.107
1884,2,-0.711,0.378,-0.845,0.184,-0.723,0.132,-0.658,0.133,-0.580,0.106
1884,3,-1.464,0.395,-0.850,0.182,-0.725,0.132,-0.655,0.133,-0.576,0.106
1884,4,-1.182,0.346,-0.889,0.178,-0.730,0.135,-0.648,0.133,-0.578,0.106
1884,5,-1.176,0.359,-0.869,0.159,-0.730,0.135,-0.645,0.133,-0.579,0.106
1884,6,-0.950,0.313,-0.881,0.152,-0.724,0.138,-0.644,0.132,-0.580,0.106
1884,7,-0.795,0.368,-0.971,0.157,-0.760,0.139,-0.644,0.132,-0.580,0.106
1884,8,-0.657,0.397,-0.997,0.159,-0.779,0.141,-0.643,0.132,-0.581,0.107
1884,9,-0.855,0.383,-0.933,0.156,-0.786,0.142,-0.641,0.132,-0.584,0.107
1884,10,-0.784,0.329,-0.912,0.157,-0.784,0.143,-0.645,0.131,-0.583,0.107
1884,11,-0.947,0.306,-0.881,0.152,-0.785,0.144,-0.649,0.132,-0.584,0.107
1884,12,-0.561,0.400,-0.868,0.155,-0.784,0.143,-0.644,0.132,-0.585,0.106
1885,1,-1.545,0.459,-0.834,0.153,-0.778,0.143,-0.643,0.132,-0.585,0.106
1885,2,-1.025,0.432,-0.828,0.157,-0.787,0.143,-0.639,0.132,-0.587,0.107
1885,3,-0.698,0.361,-0.813,0.150,-0.789,0.143,-0.641,0.131,-0.585,0.108
1885,4,-0.927,0.327,-0.791,0.153,-0.785,0.143,-0.639,0.130,-0.582,0.108
1885,5,-0.806,0.377,-0.777,0.160,-0.776,0.145,-0.644,0.129,-0.581,0.108
1885,6,-0.795,0.331,-0.731,0.173,-0.764,0.146,-0.647,0.128,-0.582,0.108
1885,7,-0.394,0.388,-0.701,0.178,-0.760,0.145,-0.648,0.128,-0.582,0.108
1885,8,-0.576,0.420,-0.742,0.184,-0.758,0.145,-0.652,0.128,-0.581,0.109
1885,9,-0.683,0.302,-0.786,0.188,-0.769,0.146,-0.650,0.127,-0.579,0.109
1885,10,-0.516,0.301,-0.751,0.191,-0.768,0.145,-0.646,0.126,-0.577,0.110
1885,11,-0.773,0.337,-0.736,0.200,-0.770,0.146,-0.653,0.126,-0.572,0.110
1885,12,-0.017,0.422,-0.731,0.196,-0.778,0.147,-0.654,0.126,-0.569,0.111
1886,1,-1.182,0.458,-0.714,0.204,-0.774,0.148,-0.660,0.124,-0.567,0.111
1886,2,-1.520,0.455,-0.717,0.207,-0.770,0.148,-0.666,0.124,-0.567,0.111
1886,3,-1.219,0.342,-0.705,0.210,-0.765,0.148,-0.667,0.124,-0.569,0.110
1886,4,-0.506,0.333,-0.724,0.218,-0.762,0.146,-0.673,0.124,-0.573,0.110
1886,5,-0.634,0.408,-0.736,0.219,-0.748,0.144,-0.676,0.124,-0.572,0.110
1886,6,-0.731,0.338,-0.747,0.225,-0.749,0.144,-0.674,0.125,-0.571,0.110
1886,7,-0.197,0.387,-0.797,0.218,-0.755,0.144,-0.676,0.124,-0.571,0.110
1886,8,-0.606,0.383,-0.770,0.225,-0.740,0.145,-0.678,0.123,-0.571,0.111
1886,9,-0.538,0.319,-0.738,0.229,-0.716,0.146,-0.678,0.123,-0.570,0.111
1886,10,-0.745,0.424,-0.744,0.235,-0.693,0.145,-0.679,0.123,-0.568,0.112
1886,11,-0.916,0.357,-0.737,0.233,-0.676,0.144,-0.680,0.123,-0.567,0.112
1886,12,-0.155,0.522,-0.732,0.228,-0.664,0.143,-0.677,0.124,-0.562,0.111
1887,1,-1.781,0.381,-0.747,0.223,-0.654,0.142,-0.685,0.124,-0.563,0.111
1887,2,-1.189,0.454,-0.767,0.218,-0.650,0.142,-0.689,0.125,-0.564,0.110
1887,3,-0.836,0.399,-0.760,0.217,-0.645,0.142,-0.694,0.125,-0.568,0.110
1887,4,-0.587,0.397,-0.749,0.197,-0.641,0.140,-0.695,0.126,-0.567,0.110
1887,5,-0.548,0.372,-0.725,0.190,-0.644,0.144,-0.697,0.125,-0.566,0.110
1887,6,-0.671,0.292,-0.780,0.173,-0.645,0.145,-0.693,0.125,-0.566,0.110
1887,7,-0.379,0.314,-0.703,0.170,-0.633,0.145,-0.691,0.125,-0.567,0.109
1887,8,-0.843,0.391,-0.708,0.171,-0.629,0.147,-0.693,0.125,-0.570,0.109
1887,9,-0.455,0.308,-0.726,0.175,-0.637,0.147,-0.693,0.125,-0.571,0.109
1887,10,-0.605,0.246,-0.727,0.180,-0.632,0.147,-0.687,0.124,-0.571,0.109
1887,11,-0.630,0.490,-0.741,0.172,-0.634,0.148,-0.688,0.125,-0.573,0.109
1887,12,-0.821,0.403,-0.741,0.179,-0.631,0.147,-0.681,0.124,-0.571,0.107
1888,1,-0.858,0.413,-0.725,0.183,-0.632,0.147,-0.690,0.124,-0.568,0.107
1888,2,-1.242,0.459,-0.691,0.183,-0.634,0.147,-0.692,0.123,-0.573,0.107
1888,3,-1.050,0.388,-0.695,0.191,-0.632,0.147,-0.692,0.123,-0.585,0.107
1888,4,-0.602,0.368,-0.655,0.184,-0.626,0.145,-0.690,0.122,-0.589,0.107
1888,5,-0.718,0.348,-0.633,0.171,-0.633,0.145,-0.690,0.123,-0.590,0.107
1888,6,-0.675,0.424,-0.604,0.173,-0.644,0.144,-0.693,0.123,-0.592,0.107
1888,7,-0.186,0.361,-0.601,0.171,-0.641,0.141,-0.690,0.123,-0.595,0.107
1888,8,-0.430,0.429,-0.481,0.169,-0.638,0.140,-0.688,0.122,-0.597,0.107
1888,9,-0.506,0.329,-0.399,0.165,-0.628,0.139,-0.685,0.121,-0.599,0.106
1888,10,-0.126,0.288,-0.332,0.159,-0.632,0.138,-0.684,0.120,-0.601,0.106
1888,11,-0.364,0.305,-0.286,0.152,-0.631,0.136,-0.676,0.120,-0.604,0.106
1888,12,-0.473,0.323,-0.248,0.147,-0.629,0.136,-0.678,0.120,-0.603,0.106
1889,1,-0.826,0.365,-0.246,0.146,-0.635,0.135,-0.682,0.121,-0.602,0.106
1889,2,0.197,0.345,-0.248,0.139,-0.632,0.133,-0.680,0.122,-0.603,0.106
1889,3,-0.058,0.353,-0.253,0.138,-0.631,0.132,-0.670,0.121,-0.604,0.107
1889,4,0.197,0.301,-0.285,0.142,-0.628,0.129,-0.667,0.120,-0.602,0.107
1889,5,-0.167,0.343,-0.351,0.143,-0.631,0.128,-0.660,0.119,-0.601,0.107
1889,6,-0.218,0.298,-0.361,0.143,-0.629,0.126,-0.658,0.118,-0.603,0.107
1889,7,-0.163,0.350,-0.361,0.156,-0.610,0.126,-0.654,0.117,-0.603,0.107
1889,8,-0.446,0.372,-0.445,0.169,-0.599,0.124,-0.653,0.117,-0.601,0.108
1889,9,-0.574,0.311,-0.538,0.165,-0.602,0.125,-0.650,0.116,-0.598,0.108
1889,10,-0.508,0.258,-0.606,0.171,-0.606,0.125,-0.646,0.116,-0.597,0.108
1889,11,-1.159,0.379,-0.667,0.183,-0.609,0.123,-0.644,0.116,-0.592,0.108
1889,12,-0.585,0.343,-0.704,0.187,-0.602,0.123,-0.644,0.116,-0.590,0.108
1890,1,-0.829,0.389,-0.726,0.186,-0.605,0.123,-0.642,0.115,-0.591,0.107
1890,2,-0.816,0.487,-0.745,0.181,-0.599,0.122,-0.644,0.115,-0.586,0.107
1890,3,-1.163,0.322,-0.749,0.182,-0.598,0.122,-0.644,0.115,-0.582,0.107
1890,4,-0.621,0.332,-0.718,0.172,-0.589,0.120,-0.637,0.116,-0.579,0.106
1890,5,-0.905,0.375,-0.719,0.178,-0.599,0.119,-0.635,0.116,-0.577,0.106
1890,6,-0.664,0.373,-0.730,0.174,-0.598,0.116,-0.632,0.115,-0.577,0.105
1890,7,-0.421,0.352,-0.741,0.167,-0.619,0.116,-0.631,0.115,-0.576,0.105
1890,8,-0.673,0.349,-0.788,0.158,-0.625,0.114,-0.630,0.114,-0.576,0.105
1890,9,-0.622,0.313,-0.739,0.157,-0.615,0.112,-0.628,0.114,-0.573,0.105
1890,10,-0.137,0.284,-0.750,0.153,-0.611,0.110,-0.625,0.113,-0.569,0.104
1890,11,-1.168,0.334,-0.721,0.159,-0.610,0.110,-0.622,0.112,-0.569,0.104
1890,12,-0.721,0.378,-0.721,0.157,-0.607,0.110,-0.624,0.111,-0.567,0.104
1891,1,-0.966,0.321,-0.728,0.154,-0.606,0.109,-0.617,0.110,-0.568,0.103
1891,2,-1.376,0.381,-0.711,0.149,-0.606,0.107,-0.609,0.109,-0.566,0.103
1891,3,-0.575,0.336,-0.695,0.154,-0.604,0.106,-0.608,0.108,-0.563,0.103
1891,4,-0.757,0.313,-0.735,0.154,-0.606,0.107,-0.612,0.108,-0.562,0.104
1891,5,-0.559,0.382,-0.727,0.141,-0.605,0.107,-0.611,0.107,-0.562,0.104
1891,6,-0.660,0.270,-0.672,0.138,-0.607,0.107,-0.607,0.106,-0.559,0.103
1891,7,-0.501,0.328,-0.644,0.138,-0.610,0.110,-0.607,0.105,-0.558,0.103
1891,8,-0.477,0.343,-0.572,0.132,-0.620,0.110,-0.605,0.105,-0.558,0.103
1891,9,-0.430,0.279,-0.611,0.141,-0.625,0.108,-0.603,0.104,-0.556,0.103
1891,10,-0.611,0.240,-0.615,0.145,-0.640,0.106,-0.596,0.102,-0.556,0.103
1891,11,-1.071,0.283,-0.629,0.145,-0.645,0.105,-0.595,0.101,-0.553,0.103
1891,12,-0.060,0.323,-0.595,0.140,-0.652,0.103,-0.596,0.099,-0.552,0.103
1892,1,-0.636,0.315,-0.599,0.140,-0.655,0.103,-0.587,0.099,-0.554,0.103
1892,2,-0.505,0.318,-0.601,0.142,-0.655,0.101,-0.584,0.097,-0.552,0.103
1892,3,-1.045,0.357,-0.600,0.142,-0.656,0.101,-0.585,0.096,-0.553,0.103
1892,4,-0.811,0.295,-0.552,0.140,-0.650,0.101,-0.581,0.095,-0.551,0.103
1892,5,-0.723,0.337,-0.565,0.149,-0.643,0.099,-0.577,0.094,-0.551,0.103
1892,6,-0.256,0.297,-0.625,0.140,-0.642,0.096,-0.573,0.095,-0.549,0.103
1892,7,-0.540,0.335,-0.749,0.144,-0.651,0.096,-0.571,0.095,-0.547,0.103
1892,8,-0.510,0.349,-0.841,0.137,-0.658,0.097,-0.566,0.094,-0.547,0.103
1892,9,-0.409,0.275,-0.789,0.136,-0.650,0.097,-0.565,0.094,-0.547,0.103
1892,10,-0.043,0.236,-0.753,0.132,-0.643,0.099,-0.561,0.094,-0.546,0.103
1892,11,-1.227,0.367,-0.747,0.131,-0.636,0.098,-0.559,0.093,-0.545,0.104
1892,12,-0.777,0.358,-0.766,0.138,-0.633,0.098,-0.556,0.092,-0.543,0.104
1893,1,-2.118,0.413,-0.729,0.137,-0.631,0.098,-0.548,0.092,-0.539,0.104
1893,2,-1.610,0.303,-0.724,0.138,-0.626,0.098,-0.545,0.091,-0.532,0.104
1893,3,-0.430,0.289,-0.724,0.138,-0.623,0.098,-0.550,0.090,-0.532,0.103
1893,4,-0.372,0.259,-0.737,0.139,-0.624,0.098,-0.549,0.089,-0.531,0.102
1893,5,-0.646,0.335,-0.662,0.130,-0.611,0.097,-0.548,0.088,-0.531,0.102
1893,6,-0.488,0.296,-0.650,0.143,-0.603,0.097,-0.543,0.089,-0.533,0.102
1893,7,-0.099,0.342,-0.554,0.145,-0.593,0.097,-0.544,0.089,-0.533,0.102
1893,8,-0.453,0.360,-0.455,0.148,-0.579,0.095,-0.543,0.087,-0.533,0.102
1893,9,-0.406,0.288,-0.447,0.139,-0.588,0.096,-0.542,0.087,-0.532,0.102
1893,10,-0.202,0.262,-0.476,0.137,-0.593,0.097,-0.545,0.088,-0.533,0.102
1893,11,-0.327,0.240,-0.459,0.132,-0.592,0.098,-0.547,0.089,-0.530,0.101
1893,12,-0.626,0.289,-0.473,0.126,-0.585,0.098,-0.545,0.089,-0.532,0.101
1894,1,-0.967,0.311,-0.496,0.123,-0.580,0.097,-0.539,0.090,-0.534,0.101
1894,2,-0.420,0.310,-0.495,0.118,-0.577,0.098,-0.548,0.090,-0.535,0.102
1894,3,-0.336,0.276,-0.510,0.114,-0.575,0.098,-0.554,0.091,-0.532,0.102
1894,4,-0.729,0.296,-0.509,0.115,-0.563,0.099,-0.556,0.092,-0.530,0.102
1894,5,-0.433,0.332,-0.541,0.115,-0.558,0.098,-0.558,0.093,-0.527,0.102
1894,6,-0.658,0.290,-0.535,0.120,-0.563,0.097,-0.561,0.093,-0.525,0.102
1894,7,-0.373,0.325,-0.566,0.134,-0.564,0.096,-0.562,0.094,-0.525,0.102
1894,8,-0.441,0.412,-0.634,0.140,-0.569,0.095,-0.559,0.094,-0.524,0.102
1894,9,-0.587,0.291,-0.665,0.133,-0.568,0.093,-0.554,0.094,-0.523,0.102
1894,10,-0.192,0.252,-0.620,0.137,-0.556,0.092,-0.549,0.095,-0.522,0.102
1894,11,-0.714,0.265,-0.625,0.134,-0.544,0.092,-0.536,0.095,-0.518,0.102
1894,12,-0.552,0.278,-0.607,0.134,-0.544,0.092,-0.536,0.094,-0.517,0.102
1895,1,-1.336,0.356,-0.602,0.139,-0.537,0.091,-0.539,0.093,-0.512,0.102
1895,2,-1.241,0.310,-0.600,0.140,-0.534,0.089,-0.533,0.094,-0.513,0.102
1895,3,-0.703,0.275,-0.586,0.140,-0.531,0.089,-0.522,0.094,-0.513,0.102
1895,4,-0.190,0.346,-0.586,0.137,-0.532,0.089,-0.518,0.093,-0.512,0.102
1895,5,-0.496,0.325,-0.558,0.130,-0.519,0.088,-0.510,0.094,-0.510,0.101
1895,6,-0.445,0.274,-0.531,0.133,-0.514,0.087,-0.506,0.093,-0.508,0.101
1895,7,-0.311,0.362,-0.450,0.132,-0.477,0.086,-0.505,0.093,-0.508,0.101
1895,8,-0.418,0.356,-0.396,0.135,-0.465,0.087,-0.500,0.093,-0.507,0.101
1895,9,-0.412,0.319,-0.429,0.136,-0.485,0.086,-0.497,0.093,-0.506,0.100
1895,10,-0.197,0.246,-0.501,0.133,-0.487,0.085,-0.492,0.094,-0.505,0.100
1895,11,-0.379,0.240,-0.499,0.134,-0.485,0.085,-0.486,0.094,-0.502,0.100
1895,12,-0.229,0.285,-0.484,0.134,-0.479,0.085,-0.480,0.095,-0.503,0.099
1896,1,-0.362,0.278,-0.474,0.133,-0.482,0.085,-0.476,0.095,-0.500,0.098
1896,2,-0.589,0.266,-0.465,0.137,-0.480,0.085,-0.466,0.095,-0.497,0.098
1896,3,-1.101,0.257,-0.458,0.132,-0.480,0.086,-0.459,0.094,-0.494,0.097
1896,4,-1.047,0.275,-0.432,0.126,-0.484,0.087,-0.451,0.095,-0.491,0.097
1896,5,-0.483,0.327,-0.464,0.122,-0.489,0.087,-0.448,0.096,-0.489,0.097
1896,6,-0.254,0.249,-0.475,0.116,-0.483,0.088,-0.444,0.095,-0.486,0.096
1896,7,-0.195,0.312,-0.502,0.114,-0.468,0.090,-0.440,0.095,-0.487,0.096
1896,8,-0.314,0.376,-0.519,0.117,-0.476,0.092,-0.437,0.096,-0.485,0.095
1896,9,-0.327,0.271,-0.511,0.116,-0.483,0.095,-0.435,0.096,-0.485,0.095
1896,10,0.112,0.239,-0.432,0.113,-0.472,0.099,-0.433,0.096,-0.482,0.094
1896,11,-0.764,0.341,-0.391,0.112,-0.471,0.100,-0.425,0.096,-0.481,0.093
1896,12,-0.358,0.245,-0.389,0.111,-0.470,0.102,-0.427,0.095,-0.480,0.093
1897,1,-0.686,0.294,-0.386,0.110,-0.468,0.103,-0.422,0.095,-0.476,0.093
1897,2,-0.795,0.307,-0.384,0.104,-0.463,0.104,-0.415,0.095,-0.476,0.092
1897,3,-1.008,0.228,-0.379,0.105,-0.453,0.103,-0.411,0.094,-0.475,0.092
1897,4,-0.092,0.253,-0.395,0.108,-0.449,0.105,-0.408,0.094,-0.476,0.091
1897,5,0.004,0.335,-0.371,0.115,-0.429,0.105,-0.405,0.094,-0.478,0.090
1897,6,-0.224,0.356,-0.380,0.124,-0.430,0.106,-0.406,0.094,-0.479,0.091
1897,7,-0.159,0.329,-0.313,0.135,-0.427,0.107,-0.403,0.094,-0.480,0.090
1897,8,-0.294,0.337,-0.323,0.130,-0.408,0.110,-0.402,0.094,-0.479,0.090
1897,9,-0.262,0.272,-0.372,0.129,-0.394,0.110,-0.401,0.095,-0.479,0.090
1897,10,-0.084,0.251,-0.404,0.130,-0.394,0.109,-0.405,0.095,-0.477,0.090
1897,11,-0.475,0.288,-0.452,0.126,-0.384,0.110,-0.402,0.094,-0.478,0.089
1897,12,-0.466,0.305,-0.442,0.127,-0.380,0.108,-0.404,0.096,-0.477,0.090
1898,1,0.113,0.377,-0.452,0.125,-0.379,0.108,-0.388,0.096,-0.475,0.090
1898,2,-0.914,0.271,-0.456,0.127,-0.374,0.108,-0.372,0.096,-0.472,0.090
1898,3,-1.593,0.305,-0.465,0.130,-0.370,0.108,-0.372,0.095,-0.472,0.090
1898,4,-0.477,0.300,-0.498,0.133,-0.361,0.108,-0.373,0.096,-0.472,0.089
1898,5,-0.568,0.317,-0.512,0.136,-0.361,0.110,-0.372,0.095,-0.470,0.088
